Year	Month	Day	Hour	Minute	DOY	TOD	DEC	Ta
2019	11	5	18	30	309	18.5	309.77083	12.32
2019	11	5	19	30	309	19.5	309.81250	10.96
2019	11	5	20	30	309	20.5	309.85417	10.16
2019	11	5	21	30	309	21.5	309.89583	10.95
2019	11	5	22	30	309	22.5	309.93750	9.63
2019	11	5	23	30	309	23.5	309.97917	9.43
2019	11	6	0	30	310	0.5	310.02083	9.24
2019	11	6	1	30	310	1.5	310.06250	8.16
2019	11	6	2	30	310	2.5	310.10417	8.33
2019	11	6	3	30	310	3.5	310.14583	8.29
2019	11	6	4	30	310	4.5	310.18750	7.02
2019	11	6	5	30	310	5.5	310.22917	5.42
2019	11	6	6	30	310	6.5	310.27083	6.22
2019	11	6	7	30	310	7.5	310.31250	8.51
2019	11	6	8	30	310	8.5	310.35417	13.46
2019	11	6	9	30	310	9.5	310.39583	16.65
2019	11	6	10	30	310	10.5	310.43750	19.41
2019	11	6	11	30	310	11.5	310.47917	21.55
2019	11	6	12	30	310	12.5	310.52083	22.54
2019	11	6	13	30	310	13.5	310.56250	23.06
2019	11	6	14	30	310	14.5	310.60417	23.60
2019	11	6	15	30	310	15.5	310.64583	23.75
2019	11	6	16	30	310	16.5	310.68750	22.29
2019	11	6	17	30	310	17.5	310.72917	16.16
2019	11	6	18	30	310	18.5	310.77083	11.99
2019	11	6	19	30	310	19.5	310.81250	10.49
2019	11	6	20	30	310	20.5	310.85417	10.81
2019	11	6	21	30	310	21.5	310.89583	9.58
2019	11	6	22	30	310	22.5	310.93750	8.69
2019	11	6	23	30	310	23.5	310.97917	8.55
2019	11	7	0	30	311	0.5	311.02083	8.44
2019	11	7	1	30	311	1.5	311.06250	8.59
2019	11	7	2	30	311	2.5	311.10417	7.49
2019	11	7	3	30	311	3.5	311.14583	7.06
2019	11	7	4	30	311	4.5	311.18750	5.23
2019	11	7	5	30	311	5.5	311.22917	4.44
2019	11	7	6	30	311	6.5	311.27083	4.47
2019	11	7	7	30	311	7.5	311.31250	7.28
2019	11	7	8	30	311	8.5	311.35417	13.72
2019	11	7	9	30	311	9.5	311.39583	16.73
2019	11	7	10	30	311	10.5	311.43750	19.08
2019	11	7	11	30	311	11.5	311.47917	21.39
2019	11	7	12	30	311	12.5	311.52083	23.28
2019	11	7	13	30	311	13.5	311.56250	24.25
2019	11	7	14	30	311	14.5	311.60417	24.88
2019	11	7	15	30	311	15.5	311.64583	24.80
2019	11	7	16	30	311	16.5	311.68750	22.43
2019	11	7	17	30	311	17.5	311.72917	17.02
2019	11	7	18	30	311	18.5	311.77083	13.05
2019	11	7	19	30	311	19.5	311.81250	11.44
2019	11	7	20	30	311	20.5	311.85417	9.98
2019	11	7	21	30	311	21.5	311.89583	8.88
2019	11	7	22	30	311	22.5	311.93750	7.20
2019	11	7	23	30	311	23.5	311.97917	6.87
2019	11	8	0	30	312	0.5	312.02083	5.69
2019	11	8	1	30	312	1.5	312.06250	5.46
2019	11	8	2	30	312	2.5	312.10417	4.43
2019	11	8	3	30	312	3.5	312.14583	4.15
2019	11	8	4	30	312	4.5	312.18750	3.81
2019	11	8	5	30	312	5.5	312.22917	3.44
2019	11	8	6	30	312	6.5	312.27083	2.72
2019	11	8	7	30	312	7.5	312.31250	5.26
2019	11	8	8	30	312	8.5	312.35417	11.01
2019	11	8	9	30	312	9.5	312.39583	15.83
2019	11	8	10	30	312	10.5	312.43750	19.69
2019	11	8	11	30	312	11.5	312.47917	21.89
2019	11	8	12	30	312	12.5	312.52083	23.13
2019	11	8	13	30	312	13.5	312.56250	24.01
2019	11	8	14	30	312	14.5	312.60417	24.86
2019	11	8	15	30	312	15.5	312.64583	24.82
2019	11	8	16	30	312	16.5	312.68750	22.90
2019	11	8	17	30	312	17.5	312.72917	16.33
2019	11	8	18	30	312	18.5	312.77083	11.98
2019	11	8	19	30	312	19.5	312.81250	10.94
2019	11	8	20	30	312	20.5	312.85417	11.17
2019	11	8	21	30	312	21.5	312.89583	8.16
2019	11	8	22	30	312	22.5	312.93750	7.39
2019	11	8	23	30	312	23.5	312.97917	6.78
2019	11	9	0	30	313	0.5	313.02083	5.81
2019	11	9	1	30	313	1.5	313.06250	5.51
2019	11	9	2	30	313	2.5	313.10417	4.39
2019	11	9	3	30	313	3.5	313.14583	3.93
2019	11	9	4	30	313	4.5	313.18750	3.21
2019	11	9	5	30	313	5.5	313.22917	2.88
2019	11	9	6	30	313	6.5	313.27083	2.40
2019	11	9	7	30	313	7.5	313.31250	4.75
2019	11	9	8	30	313	8.5	313.35417	10.89
2019	11	9	9	30	313	9.5	313.39583	15.51
2019	11	9	10	30	313	10.5	313.43750	18.38
2019	11	9	11	30	313	11.5	313.47917	20.58
2019	11	9	12	30	313	12.5	313.52083	22.23
2019	11	9	13	30	313	13.5	313.56250	22.93
2019	11	9	14	30	313	14.5	313.60417	23.79
2019	11	9	15	30	313	15.5	313.64583	23.95
2019	11	9	16	30	313	16.5	313.68750	22.41
2019	11	9	17	30	313	17.5	313.72917	16.12
2019	11	9	18	30	313	18.5	313.77083	11.18
2019	11	9	19	30	313	19.5	313.81250	10.53
2019	11	9	20	30	313	20.5	313.85417	10.65
2019	11	9	21	30	313	21.5	313.89583	10.08
2019	11	9	22	30	313	22.5	313.93750	8.32
2019	11	9	23	30	313	23.5	313.97917	8.92
2019	11	10	0	30	314	0.5	314.02083	8.06
2019	11	10	1	30	314	1.5	314.06250	7.38
2019	11	10	2	30	314	2.5	314.10417	6.67
2019	11	10	3	30	314	3.5	314.14583	6.50
2019	11	10	4	30	314	4.5	314.18750	6.97
2019	11	10	5	30	314	5.5	314.22917	7.18
2019	11	10	6	30	314	6.5	314.27083	7.21
2019	11	10	7	30	314	7.5	314.31250	7.42
2019	11	10	8	30	314	8.5	314.35417	13.49
2019	11	10	9	30	314	9.5	314.39583	16.99
2019	11	10	10	30	314	10.5	314.43750	19.01
2019	11	10	11	30	314	11.5	314.47917	20.56
2019	11	10	12	30	314	12.5	314.52083	21.38
2019	11	10	13	30	314	13.5	314.56250	22.10
2019	11	10	14	30	314	14.5	314.60417	22.73
2019	11	10	15	30	314	15.5	314.64583	22.83
2019	11	10	16	30	314	16.5	314.68750	21.77
2019	11	10	17	30	314	17.5	314.72917	15.95
2019	11	10	18	30	314	18.5	314.77083	12.49
2019	11	10	19	30	314	19.5	314.81250	11.19
2019	11	10	20	30	314	20.5	314.85417	10.97
2019	11	10	21	30	314	21.5	314.89583	11.86
2019	11	10	22	30	314	22.5	314.93750	11.17
2019	11	10	23	30	314	23.5	314.97917	11.02
2019	11	11	0	30	315	0.5	315.02083	10.91
2019	11	11	1	30	315	1.5	315.06250	9.20
2019	11	11	2	30	315	2.5	315.10417	6.99
2019	11	11	3	30	315	3.5	315.14583	6.13
2019	11	11	4	30	315	4.5	315.18750	5.76
2019	11	11	5	30	315	5.5	315.22917	6.04
2019	11	11	6	30	315	6.5	315.27083	6.12
2019	11	11	7	30	315	7.5	315.31250	7.98
2019	11	11	8	30	315	8.5	315.35417	12.91
2019	11	11	9	30	315	9.5	315.39583	17.00
2019	11	11	10	30	315	10.5	315.43750	19.32
2019	11	11	11	30	315	11.5	315.47917	21.48
2019	11	11	12	30	315	12.5	315.52083	22.62
2019	11	11	13	30	315	13.5	315.56250	23.43
2019	11	11	14	30	315	14.5	315.60417	23.61
2019	11	11	15	30	315	15.5	315.64583	23.31
2019	11	11	16	30	315	16.5	315.68750	21.51
2019	11	11	17	30	315	17.5	315.72917	16.08
2019	11	11	18	30	315	18.5	315.77083	13.15
2019	11	11	19	30	315	19.5	315.81250	12.80
2019	11	11	20	30	315	20.5	315.85417	12.60
2019	11	11	21	30	315	21.5	315.89583	12.20
2019	11	11	22	30	315	22.5	315.93750	11.30
2019	11	11	23	30	315	23.5	315.97917	11.51
2019	11	12	0	30	316	0.5	316.02083	10.60
2019	11	12	1	30	316	1.5	316.06250	10.70
2019	11	12	2	30	316	2.5	316.10417	9.64
2019	11	12	3	30	316	3.5	316.14583	8.25
2019	11	12	4	30	316	4.5	316.18750	8.10
2019	11	12	5	30	316	5.5	316.22917	8.16
2019	11	12	6	30	316	6.5	316.27083	7.92
2019	11	12	7	30	316	7.5	316.31250	9.12
2019	11	12	8	30	316	8.5	316.35417	14.52
2019	11	12	9	30	316	9.5	316.39583	18.69
2019	11	12	10	30	316	10.5	316.43750	20.44
2019	11	12	11	30	316	11.5	316.47917	21.81
2019	11	12	12	30	316	12.5	316.52083	22.75
2019	11	12	13	30	316	13.5	316.56250	23.25
2019	11	12	14	30	316	14.5	316.60417	23.70
2019	11	12	15	30	316	15.5	316.64583	23.56
2019	11	12	16	30	316	16.5	316.68750	21.69
2019	11	12	17	30	316	17.5	316.72917	16.85
2019	11	12	18	30	316	18.5	316.77083	13.11
2019	11	12	19	30	316	19.5	316.81250	11.95
2019	11	12	20	30	316	20.5	316.85417	10.65
2019	11	12	21	30	316	21.5	316.89583	8.79
2019	11	12	22	30	316	22.5	316.93750	7.89
2019	11	12	23	30	316	23.5	316.97917	7.83
2019	11	13	0	30	317	0.5	317.02083	8.07
2019	11	13	1	30	317	1.5	317.06250	7.44
2019	11	13	2	30	317	2.5	317.10417	6.03
2019	11	13	3	30	317	3.5	317.14583	5.95
2019	11	13	4	30	317	4.5	317.18750	5.97
2019	11	13	5	30	317	5.5	317.22917	5.55
2019	11	13	6	30	317	6.5	317.27083	5.43
2019	11	13	7	30	317	7.5	317.31250	6.52
2019	11	13	8	30	317	8.5	317.35417	10.68
2019	11	13	9	30	317	9.5	317.39583	16.00
2019	11	13	10	30	317	10.5	317.43750	18.33
2019	11	13	11	30	317	11.5	317.47917	20.07
2019	11	13	12	30	317	12.5	317.52083	21.59
2019	11	13	13	30	317	13.5	317.56250	22.13
2019	11	13	14	30	317	14.5	317.60417	22.12
2019	11	13	15	30	317	15.5	317.64583	21.98
2019	11	13	16	30	317	16.5	317.68750	19.84
2019	11	13	17	30	317	17.5	317.72917	16.43
2019	11	13	18	30	317	18.5	317.77083	14.48
2019	11	13	19	30	317	19.5	317.81250	13.11
2019	11	13	20	30	317	20.5	317.85417	13.50
2019	11	13	21	30	317	21.5	317.89583	13.39
2019	11	13	22	30	317	22.5	317.93750	11.99
2019	11	13	23	30	317	23.5	317.97917	12.52
2019	11	14	0	30	318	0.5	318.02083	12.74
2019	11	14	1	30	318	1.5	318.06250	11.78
2019	11	14	2	30	318	2.5	318.10417	11.01
2019	11	14	3	30	318	3.5	318.14583	9.96
2019	11	14	4	30	318	4.5	318.18750	9.57
2019	11	14	5	30	318	5.5	318.22917	9.92
2019	11	14	6	30	318	6.5	318.27083	10.04
2019	11	14	7	30	318	7.5	318.31250	10.47
2019	11	14	8	30	318	8.5	318.35417	12.69
2019	11	14	9	30	318	9.5	318.39583	14.91
2019	11	14	10	30	318	10.5	318.43750	16.08
2019	11	14	11	30	318	11.5	318.47917	17.58
2019	11	14	12	30	318	12.5	318.52083	18.47
2019	11	14	13	30	318	13.5	318.56250	19.20
2019	11	14	14	30	318	14.5	318.60417	18.58
2019	11	14	15	30	318	15.5	318.64583	17.92
2019	11	14	16	30	318	16.5	318.68750	17.00
2019	11	14	17	30	318	17.5	318.72917	15.02
2019	11	14	18	30	318	18.5	318.77083	13.79
2019	11	14	19	30	318	19.5	318.81250	12.42
2019	11	14	20	30	318	20.5	318.85417	11.15
2019	11	14	21	30	318	21.5	318.89583	10.08
2019	11	14	22	30	318	22.5	318.93750	9.79
2019	11	14	23	30	318	23.5	318.97917	9.30
2019	11	15	0	30	319	0.5	319.02083	10.29
2019	11	15	1	30	319	1.5	319.06250	9.82
2019	11	15	2	30	319	2.5	319.10417	10.78
2019	11	15	3	30	319	3.5	319.14583	11.61
2019	11	15	4	30	319	4.5	319.18750	11.99
2019	11	15	5	30	319	5.5	319.22917	11.29
2019	11	15	6	30	319	6.5	319.27083	10.80
2019	11	15	7	30	319	7.5	319.31250	10.42
2019	11	15	8	30	319	8.5	319.35417	13.35
2019	11	15	9	30	319	9.5	319.39583	14.71
2019	11	15	10	30	319	10.5	319.43750	16.11
2019	11	15	11	30	319	11.5	319.47917	17.21
2019	11	15	12	30	319	12.5	319.52083	18.41
2019	11	15	13	30	319	13.5	319.56250	18.71
2019	11	15	14	30	319	14.5	319.60417	18.95
2019	11	15	15	30	319	15.5	319.64583	18.81
2019	11	15	16	30	319	16.5	319.68750	17.71
2019	11	15	17	30	319	17.5	319.72917	15.00
2019	11	15	18	30	319	18.5	319.77083	13.54
2019	11	15	19	30	319	19.5	319.81250	11.19
2019	11	15	20	30	319	20.5	319.85417	9.28
2019	11	15	21	30	319	21.5	319.89583	8.53
2019	11	15	22	30	319	22.5	319.93750	7.20
2019	11	15	23	30	319	23.5	319.97917	-9999.00
2019	11	16	0	30	320	0.5	320.02083	-9999.00
2019	11	16	1	30	320	1.5	320.06250	-9999.00
2019	11	16	2	30	320	2.5	320.10417	-9999.00
2019	11	16	3	30	320	3.5	320.14583	-9999.00
2019	11	16	4	30	320	4.5	320.18750	-9999.00
2019	11	16	5	30	320	5.5	320.22917	-9999.00
2019	11	16	6	30	320	6.5	320.27083	-9999.00
2019	11	16	7	30	320	7.5	320.31250	-9999.00
2019	11	16	8	30	320	8.5	320.35417	10.48
2019	11	16	9	30	320	9.5	320.39583	13.94
2019	11	16	10	30	320	10.5	320.43750	15.97
2019	11	16	11	30	320	11.5	320.47917	17.48
2019	11	16	12	30	320	12.5	320.52083	18.59
2019	11	16	13	30	320	13.5	320.56250	19.50
2019	11	16	14	30	320	14.5	320.60417	20.20
2019	11	16	15	30	320	15.5	320.64583	20.21
2019	11	16	16	30	320	16.5	320.68750	18.62
2019	11	16	17	30	320	17.5	320.72917	14.73
2019	11	16	18	30	320	18.5	320.77083	12.01
2019	11	16	19	30	320	19.5	320.81250	11.07
2019	11	16	20	30	320	20.5	320.85417	10.25
2019	11	16	21	30	320	21.5	320.89583	10.54
2019	11	16	22	30	320	22.5	320.93750	10.55
2019	11	16	23	30	320	23.5	320.97917	10.31
2019	11	17	0	30	321	0.5	321.02083	10.28
2019	11	17	1	30	321	1.5	321.06250	9.95
2019	11	17	2	30	321	2.5	321.10417	9.49
2019	11	17	3	30	321	3.5	321.14583	8.99
2019	11	17	4	30	321	4.5	321.18750	8.97
2019	11	17	5	30	321	5.5	321.22917	7.49
2019	11	17	6	30	321	6.5	321.27083	6.52
2019	11	17	7	30	321	7.5	321.31250	8.10
2019	11	17	8	30	321	8.5	321.35417	11.87
2019	11	17	9	30	321	9.5	321.39583	16.07
2019	11	17	10	30	321	10.5	321.43750	18.12
2019	11	17	11	30	321	11.5	321.47917	19.28
2019	11	17	12	30	321	12.5	321.52083	20.21
2019	11	17	13	30	321	13.5	321.56250	21.13
2019	11	17	14	30	321	14.5	321.60417	21.89
2019	11	17	15	30	321	15.5	321.64583	21.91
2019	11	17	16	30	321	16.5	321.68750	20.65
2019	11	17	17	30	321	17.5	321.72917	15.43
2019	11	17	18	30	321	18.5	321.77083	12.33
2019	11	17	19	30	321	19.5	321.81250	11.16
2019	11	17	20	30	321	20.5	321.85417	10.71
2019	11	17	21	30	321	21.5	321.89583	10.20
2019	11	17	22	30	321	22.5	321.93750	10.15
2019	11	17	23	30	321	23.5	321.97917	10.02
2019	11	18	0	30	322	0.5	322.02083	9.93
2019	11	18	1	30	322	1.5	322.06250	9.71
2019	11	18	2	30	322	2.5	322.10417	9.13
2019	11	18	3	30	322	3.5	322.14583	8.20
2019	11	18	4	30	322	4.5	322.18750	7.91
2019	11	18	5	30	322	5.5	322.22917	6.80
2019	11	18	6	30	322	6.5	322.27083	5.85
2019	11	18	7	30	322	7.5	322.31250	7.48
2019	11	18	8	30	322	8.5	322.35417	11.90
2019	11	18	9	30	322	9.5	322.39583	16.63
2019	11	18	10	30	322	10.5	322.43750	19.45
2019	11	18	11	30	322	11.5	322.47917	20.97
2019	11	18	12	30	322	12.5	322.52083	21.92
2019	11	18	13	30	322	13.5	322.56250	22.59
2019	11	18	14	30	322	14.5	322.60417	23.10
2019	11	18	15	30	322	15.5	322.64583	23.01
2019	11	18	16	30	322	16.5	322.68750	21.32
2019	11	18	17	30	322	17.5	322.72917	16.35
2019	11	18	18	30	322	18.5	322.77083	12.12
2019	11	18	19	30	322	19.5	322.81250	10.67
2019	11	18	20	30	322	20.5	322.85417	10.99
2019	11	18	21	30	322	21.5	322.89583	11.03
2019	11	18	22	30	322	22.5	322.93750	10.39
2019	11	18	23	30	322	23.5	322.97917	10.56
2019	11	19	0	30	323	0.5	323.02083	10.29
2019	11	19	1	30	323	1.5	323.06250	8.38
2019	11	19	2	30	323	2.5	323.10417	8.42
2019	11	19	3	30	323	3.5	323.14583	9.05
2019	11	19	4	30	323	4.5	323.18750	8.63
2019	11	19	5	30	323	5.5	323.22917	7.97
2019	11	19	6	30	323	6.5	323.27083	9.32
2019	11	19	7	30	323	7.5	323.31250	13.02
2019	11	19	8	30	323	8.5	323.35417	14.62
2019	11	19	9	30	323	9.5	323.39583	16.20
2019	11	19	10	30	323	10.5	323.43750	17.67
2019	11	19	11	30	323	11.5	323.47917	18.36
2019	11	19	12	30	323	12.5	323.52083	18.70
2019	11	19	13	30	323	13.5	323.56250	19.28
2019	11	19	14	30	323	14.5	323.60417	19.50
2019	11	19	15	30	323	15.5	323.64583	18.75
2019	11	19	16	30	323	16.5	323.68750	17.53
2019	11	19	17	30	323	17.5	323.72917	14.46
2019	11	19	18	30	323	18.5	323.77083	11.97
2019	11	19	19	30	323	19.5	323.81250	10.26
2019	11	19	20	30	323	20.5	323.85417	9.08
2019	11	19	21	30	323	21.5	323.89583	9.87
2019	11	19	22	30	323	22.5	323.93750	9.24
2019	11	19	23	30	323	23.5	323.97917	8.58
2019	11	20	0	30	324	0.5	324.02083	-9999.00
2019	11	20	1	30	324	1.5	324.06250	-9999.00
2019	11	20	2	30	324	2.5	324.10417	-9999.00
2019	11	20	3	30	324	3.5	324.14583	-9999.00
2019	11	20	4	30	324	4.5	324.18750	-9999.00
2019	11	20	5	30	324	5.5	324.22917	7.92
2019	11	20	6	30	324	6.5	324.27083	9.11
2019	11	20	7	30	324	7.5	324.31250	12.47
2019	11	20	8	30	324	8.5	324.35417	14.27
2019	11	20	9	30	324	9.5	324.39583	15.79
2019	11	20	10	30	324	10.5	324.43750	15.82
2019	11	20	11	30	324	11.5	324.47917	17.87
2019	11	20	12	30	324	12.5	324.52083	19.27
2019	11	20	13	30	324	13.5	324.56250	20.19
2019	11	20	14	30	324	14.5	324.60417	20.39
2019	11	20	15	30	324	15.5	324.64583	19.88
2019	11	20	16	30	324	16.5	324.68750	17.82
2019	11	20	17	30	324	17.5	324.72917	15.48
2019	11	20	18	30	324	18.5	324.77083	14.37
2019	11	20	19	30	324	19.5	324.81250	13.38
2019	11	20	20	30	324	20.5	324.85417	12.97
2019	11	20	21	30	324	21.5	324.89583	12.87
2019	11	20	22	30	324	22.5	324.93750	12.57
2019	11	20	23	30	324	23.5	324.97917	11.73
2019	11	21	0	30	325	0.5	325.02083	10.65
2019	11	21	1	30	325	1.5	325.06250	10.97
2019	11	21	2	30	325	2.5	325.10417	9.81
2019	11	21	3	30	325	3.5	325.14583	6.53
2019	11	21	4	30	325	4.5	325.18750	5.98
2019	11	21	5	30	325	5.5	325.22917	5.47
2019	11	21	6	30	325	6.5	325.27083	5.25
2019	11	21	7	30	325	7.5	325.31250	6.37
2019	11	21	8	30	325	8.5	325.35417	9.97
2019	11	21	9	30	325	9.5	325.39583	13.69
2019	11	21	10	30	325	10.5	325.43750	15.81
2019	11	21	11	30	325	11.5	325.47917	16.54
2019	11	21	12	30	325	12.5	325.52083	17.23
2019	11	21	13	30	325	13.5	325.56250	17.72
2019	11	21	14	30	325	14.5	325.60417	17.84
2019	11	21	15	30	325	15.5	325.64583	17.86
2019	11	21	16	30	325	16.5	325.68750	17.04
2019	11	21	17	30	325	17.5	325.72917	12.63
2019	11	21	18	30	325	18.5	325.77083	9.29
2019	11	21	19	30	325	19.5	325.81250	8.92
2019	11	21	20	30	325	20.5	325.85417	8.59
2019	11	21	21	30	325	21.5	325.89583	6.45
2019	11	21	22	30	325	22.5	325.93750	5.81
2019	11	21	23	30	325	23.5	325.97917	5.39
2019	11	22	0	30	326	0.5	326.02083	5.20
2019	11	22	1	30	326	1.5	326.06250	5.41
2019	11	22	2	30	326	2.5	326.10417	5.56
2019	11	22	3	30	326	3.5	326.14583	4.77
2019	11	22	4	30	326	4.5	326.18750	3.46
2019	11	22	5	30	326	5.5	326.22917	3.26
2019	11	22	6	30	326	6.5	326.27083	3.26
2019	11	22	7	30	326	7.5	326.31250	3.33
2019	11	22	8	30	326	8.5	326.35417	7.38
2019	11	22	9	30	326	9.5	326.39583	11.34
2019	11	22	10	30	326	10.5	326.43750	14.35
2019	11	22	11	30	326	11.5	326.47917	16.00
2019	11	22	12	30	326	12.5	326.52083	17.21
2019	11	22	13	30	326	13.5	326.56250	18.22
2019	11	22	14	30	326	14.5	326.60417	18.61
2019	11	22	15	30	326	15.5	326.64583	18.50
2019	11	22	16	30	326	16.5	326.68750	16.97
2019	11	22	17	30	326	17.5	326.72917	13.02
2019	11	22	18	30	326	18.5	326.77083	10.56
2019	11	22	19	30	326	19.5	326.81250	9.37
2019	11	22	20	30	326	20.5	326.85417	7.81
2019	11	22	21	30	326	21.5	326.89583	6.28
2019	11	22	22	30	326	22.5	326.93750	5.67
2019	11	22	23	30	326	23.5	326.97917	5.59
2019	11	23	0	30	327	0.5	327.02083	4.81
2019	11	23	1	30	327	1.5	327.06250	4.16
2019	11	23	2	30	327	2.5	327.10417	4.66
2019	11	23	3	30	327	3.5	327.14583	3.53
2019	11	23	4	30	327	4.5	327.18750	3.03
2019	11	23	5	30	327	5.5	327.22917	2.79
2019	11	23	6	30	327	6.5	327.27083	3.33
2019	11	23	7	30	327	7.5	327.31250	3.86
2019	11	23	8	30	327	8.5	327.35417	7.58
2019	11	23	9	30	327	9.5	327.39583	11.86
2019	11	23	10	30	327	10.5	327.43750	14.75
2019	11	23	11	30	327	11.5	327.47917	16.30
2019	11	23	12	30	327	12.5	327.52083	17.50
2019	11	23	13	30	327	13.5	327.56250	18.26
2019	11	23	14	30	327	14.5	327.60417	18.33
2019	11	23	15	30	327	15.5	327.64583	18.09
2019	11	23	16	30	327	16.5	327.68750	16.56
2019	11	23	17	30	327	17.5	327.72917	12.19
2019	11	23	18	30	327	18.5	327.77083	9.64
2019	11	23	19	30	327	19.5	327.81250	7.76
2019	11	23	20	30	327	20.5	327.85417	6.61
2019	11	23	21	30	327	21.5	327.89583	5.36
2019	11	23	22	30	327	22.5	327.93750	4.49
2019	11	23	23	30	327	23.5	327.97917	4.78
2019	11	24	0	30	328	0.5	328.02083	5.44
2019	11	24	1	30	328	1.5	328.06250	5.13
2019	11	24	2	30	328	2.5	328.10417	5.30
2019	11	24	3	30	328	3.5	328.14583	5.53
2019	11	24	4	30	328	4.5	328.18750	5.41
2019	11	24	5	30	328	5.5	328.22917	4.05
2019	11	24	6	30	328	6.5	328.27083	3.01
2019	11	24	7	30	328	7.5	328.31250	3.11
2019	11	24	8	30	328	8.5	328.35417	8.16
2019	11	24	9	30	328	9.5	328.39583	12.12
2019	11	24	10	30	328	10.5	328.43750	14.48
2019	11	24	11	30	328	11.5	328.47917	16.37
2019	11	24	12	30	328	12.5	328.52083	17.53
2019	11	24	13	30	328	13.5	328.56250	18.21
2019	11	24	14	30	328	14.5	328.60417	18.52
2019	11	24	15	30	328	15.5	328.64583	18.39
2019	11	24	16	30	328	16.5	328.68750	17.23
2019	11	24	17	30	328	17.5	328.72917	11.44
2019	11	24	18	30	328	18.5	328.77083	7.93
2019	11	24	19	30	328	19.5	328.81250	7.29
2019	11	24	20	30	328	20.5	328.85417	7.70
2019	11	24	21	30	328	21.5	328.89583	7.53
2019	11	24	22	30	328	22.5	328.93750	6.99
2019	11	24	23	30	328	23.5	328.97917	6.44
2019	11	25	0	30	329	0.5	329.02083	5.67
2019	11	25	1	30	329	1.5	329.06250	3.88
2019	11	25	2	30	329	2.5	329.10417	3.79
2019	11	25	3	30	329	3.5	329.14583	3.19
2019	11	25	4	30	329	4.5	329.18750	2.88
2019	11	25	5	30	329	5.5	329.22917	1.98
2019	11	25	6	30	329	6.5	329.27083	2.64
2019	11	25	7	30	329	7.5	329.31250	2.56
2019	11	25	8	30	329	8.5	329.35417	6.14
2019	11	25	9	30	329	9.5	329.39583	10.09
2019	11	25	10	30	329	10.5	329.43750	13.60
2019	11	25	11	30	329	11.5	329.47917	15.83
2019	11	25	12	30	329	12.5	329.52083	16.36
2019	11	25	13	30	329	13.5	329.56250	16.13
2019	11	25	14	30	329	14.5	329.60417	15.99
2019	11	25	15	30	329	15.5	329.64583	15.51
2019	11	25	16	30	329	16.5	329.68750	14.32
2019	11	25	17	30	329	17.5	329.72917	12.95
2019	11	25	18	30	329	18.5	329.77083	12.02
2019	11	25	19	30	329	19.5	329.81250	11.49
2019	11	25	20	30	329	20.5	329.85417	11.07
2019	11	25	21	30	329	21.5	329.89583	9.12
2019	11	25	22	30	329	22.5	329.93750	9.03
2019	11	25	23	30	329	23.5	329.97917	8.06
2019	11	26	0	30	330	0.5	330.02083	6.96
2019	11	26	1	30	330	1.5	330.06250	5.51
2019	11	26	2	30	330	2.5	330.10417	3.89
2019	11	26	3	30	330	3.5	330.14583	3.45
2019	11	26	4	30	330	4.5	330.18750	3.15
2019	11	26	5	30	330	5.5	330.22917	1.26
2019	11	26	6	30	330	6.5	330.27083	-0.39
2019	11	26	7	30	330	7.5	330.31250	-0.36
2019	11	26	8	30	330	8.5	330.35417	3.13
2019	11	26	9	30	330	9.5	330.39583	6.23
2019	11	26	10	30	330	10.5	330.43750	7.57
2019	11	26	11	30	330	11.5	330.47917	8.37
2019	11	26	12	30	330	12.5	330.52083	8.44
2019	11	26	13	30	330	13.5	330.56250	8.69
2019	11	26	14	30	330	14.5	330.60417	-9999.00
2019	11	26	15	30	330	15.5	330.64583	-9999.00
2019	11	26	16	30	330	16.5	330.68750	-9999.00
2019	11	26	17	30	330	17.5	330.72917	-9999.00
2019	11	26	18	30	330	18.5	330.77083	-9999.00
2019	11	26	19	30	330	19.5	330.81250	-9999.00
2019	11	26	20	30	330	20.5	330.85417	-9999.00
2019	11	26	21	30	330	21.5	330.89583	-9999.00
2019	11	26	22	30	330	22.5	330.93750	-9999.00
2019	11	26	23	30	330	23.5	330.97917	-9999.00
2019	11	27	0	30	331	0.5	331.02083	-9999.00
2019	11	27	1	30	331	1.5	331.06250	-9999.00
2019	11	27	2	30	331	2.5	331.10417	-9999.00
2019	11	27	3	30	331	3.5	331.14583	-9999.00
2019	11	27	4	30	331	4.5	331.18750	-9999.00
2019	11	27	5	30	331	5.5	331.22917	6.08
2019	11	27	6	30	331	6.5	331.27083	6.17
2019	11	27	7	30	331	7.5	331.31250	6.03
2019	11	27	8	30	331	8.5	331.35417	6.03
2019	11	27	9	30	331	9.5	331.39583	6.69
2019	11	27	10	30	331	10.5	331.43750	8.22
2019	11	27	11	30	331	11.5	331.47917	9.50
2019	11	27	12	30	331	12.5	331.52083	10.26
2019	11	27	13	30	331	13.5	331.56250	10.22
2019	11	27	14	30	331	14.5	331.60417	10.00
2019	11	27	15	30	331	15.5	331.64583	9.73
2019	11	27	16	30	331	16.5	331.68750	8.78
2019	11	27	17	30	331	17.5	331.72917	8.19
2019	11	27	18	30	331	18.5	331.77083	7.10
2019	11	27	19	30	331	19.5	331.81250	6.42
2019	11	27	20	30	331	20.5	331.85417	6.33
2019	11	27	21	30	331	21.5	331.89583	6.00
2019	11	27	22	30	331	22.5	331.93750	5.21
2019	11	27	23	30	331	23.5	331.97917	4.80
